Name,Location,Price,Area,Rooms,Interior
Flat Waterlooplein,1011 PG Amsterdam (Nieuwmarkt/Lastage),"€3,250 per month",93 m²,2 rooms,Upholstered
Flat Amerbos,1025 ZX Amsterdam (Buikslotermeer),"€2,295 per month",84 m²,3 rooms,Upholstered
Flat Haspelsstraat,1063 TE Amsterdam (Slotermeer-Noordoost),"€1,925 per month",90 m²,3 rooms,Upholstered
Flat Apollolaan 187 3,1077 AV Amsterdam (Apollobuurt),"€14,000 per month",260 m²,4 rooms,Furnished
Flat Pieter Cornelisz. Hooftstraat 206,1071 CH Amsterdam (Museumkwartier),"€9,500 per month",142 m²,3 rooms,Furnished
Flat Overtoom,1054 LM Amsterdam (Overtoomse Sluis),"€3,900 per month",95 m²,3 rooms,Furnished
Flat Eerste Helmersstraat,1054 CX Amsterdam (Helmersbuurt),"€4,500 per month",110 m²,2 rooms,Furnished
Flat Woestduinstraat,1058 TC Amsterdam (Hoofddorppleinbuurt),"€3,500 per month",72 m²,3 rooms,Furnished
Flat Kloveniersburgwal,1012 CX Amsterdam (Burgwallen-Oude Zijde),"€4,000 per month",180 m²,7 rooms,Upholstered
Room Jelle Posthumapad,1106 ZR Amsterdam (Gein),€995 per month,15 m²,1 room,Furnished
Flat Goudsbloemstraat,1015 JM Amsterdam (Jordaan),"€2,100 per month",68 m²,2 rooms,Furnished
Flat Kikkenstein 3636,1104 TV Amsterdam (Bijlmermuseum),"€2,390 per month",90 m²,4 rooms,Furnished
Flat Prinsengracht 651,1016 HV Amsterdam (Grachtengordel-West),"€3,750 per month",120 m²,3 rooms,Furnished
Flat Teilingen,1082 JS Amsterdam (Buitenveldert-West),"€5,750 per month",262 m²,3 rooms,Furnished
Flat Singel,1013 GA Amsterdam (Haarlemmerbuurt),"€3,500 per month",99 m²,3 rooms,Upholstered
Flat Duinluststraat,1024 VK Amsterdam (Waterlandpleinbuurt),"€2,500 per month",98 m²,4 rooms,Shell
Flat Kloveniersburgwal,1012 CW Amsterdam (Burgwallen-Oude Zijde),"€3,250 per month",75 m²,3 rooms,Furnished
Flat Jan Haringstraat 89,1056 XE Amsterdam (Landlust),"€2,800 per month",100 m²,2 rooms,Furnished
Flat Maassluisstraat,1062 GA Amsterdam (Westlandgracht),"€2,700 per month",90 m²,3 rooms,Furnished
Flat Eerste Kostverlorenkade,1052 EL Amsterdam (Frederik Hendrikbuurt),"€3,150 per month",104 m²,4 rooms,Furnished
Flat Linnaeusstraat 14 B,1092 CK Amsterdam (Oosterparkbuurt),"€3,950 per month",153 m²,3 rooms,Furnished
Flat Amsteldijk,1079 LN Amsterdam (Rijnbuurt),"€2,500 per month",99 m²,3 rooms,Furnished
Flat Keizersgracht 134 B,1015 CW Amsterdam (Grachtengordel-West),"€2,650 per month",73 m²,2 rooms,Furnished
Flat Tweede Weteringdwarsstraat 48 3,1017 SX Amsterdam (De Weteringschans),"€2,500 per month",57 m²,3 rooms,Upholstered or furnished
Flat Overtoom 137 2,1054 HG Amsterdam (Vondelparkbuurt),"€3,500 per month",130 m²,3 rooms,Upholstered
Flat Teilingen,1082 JS Amsterdam (Buitenveldert-West),"€2,300 per month",55 m²,2 rooms,Furnished
Flat Karel Klinkenbergstraat 1 M,1061 AH Amsterdam (Overtoomse Veld),"€2,650 per month",76 m²,3 rooms,Furnished
Flat Maasstraat 99 2,1078 HG Amsterdam (Scheldebuurt),"€3,000 per month",85 m²,3 rooms,Furnished
Flat Teilingen,1082 JS Amsterdam (Buitenveldert-West),"€2,650 per month",130 m²,3 rooms,Upholstered or furnished
Flat Teilingen,1082 JR Amsterdam (Buitenveldert-West),"€2,450 per month",90 m²,3 rooms,Upholstered or furnished
Flat Overtoom,1054 HX Amsterdam (Helmersbuurt),"€2,950 per month",80 m²,3 rooms,Upholstered
Flat Sarphatistraat,1018 GP Amsterdam (Weesperbuurt/Plantage),"€2,700 per month",110 m²,3 rooms,Furnished
Flat Revaleiland,1014 ZG Amsterdam (Houthavens),"€3,500 per month",110 m²,3 rooms,Furnished
Flat Pietersbergweg,1105 BM Amsterdam (Amstel III/Bullewijk),"€2,164 per month",79 m²,3 rooms,
Flat Postjesweg,1062 JV Amsterdam (Overtoomse Veld),"€2,800 per month",82 m²,4 rooms,Shell
Flat Pietersbergweg,1105 BM Amsterdam (Amstel III/Bullewijk),"€2,099 per month",75 m²,3 rooms,
Flat Da Costastraat,1053 ZH Amsterdam (Da Costabuurt),"€1,750 per month",62 m²,2 rooms,Furnished
Flat Townhouse Vrije sector,1081 LG Amsterdam (Zuidas),"€3,300 per month",110 m²,3 rooms,
Flat Looiersgracht,1016 VR Amsterdam (Jordaan),"€4,950 per month",95 m²,2 rooms,Upholstered or furnished
Flat Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"€3,850 per month",105 m²,5 rooms,Upholstered or furnished
Flat Barentszstraat,1013 NL Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),"€2,250 per month",60 m²,2 rooms,Furnished
Flat Vrijheidslaan 6,1078 PJ Amsterdam (IJselbuurt),"€3,000 per month",85 m²,3 rooms,Furnished
Flat Amstelveenseweg,1075 XL Amsterdam (Schinkelbuurt),"€2,800 per month",70 m²,3 rooms,Furnished
Flat Den Texstraat,1017 ZC Amsterdam (De Weteringschans),"€4,200 per month",125 m²,4 rooms,Upholstered
Flat Ditlaar,1066 EE Amsterdam (Sloten/Nieuw-Sloten),"€2,350 per month",40 m²,1 room,Furnished
Flat Bijlmerplein,"1102 BH Amsterdam (Bijlmer Centrum (D,F,H))","€1,450 per month",65 m²,2 rooms,
Flat Vrijheidslaan 4,1078 PJ Amsterdam (IJselbuurt),"€2,250 per month",33 m²,2 rooms,Furnished
Flat Wittenburgergracht,1018 MT Amsterdam (Oostelijke Eilanden/Kadijken),"€3,975 per month",156 m²,3 rooms,Upholstered
Flat Lijnbaansgracht,1016 VX Amsterdam (Jordaan),"€8,800 per month",178 m²,2 rooms,Furnished
Flat Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"€2,750 per month",90 m²,3 rooms,Furnished
